human_accession,Adenoviridae,Anelloviridae,Arenaviridae,Arteriviridae,Astroviridae,Birnaviridae,Bornaviridae,Caliciviridae,Coronaviridae,Filoviridae,Flaviviridae,Hantaviridae,Hepadnaviridae,Hepeviridae,Herpesviridae,Kolmioviridae,Matonaviridae,Nairoviridae,Nodaviridae,Orthomyxoviridae,Papillomaviridae,Paramyxoviridae,Parvoviridae,Peribunyaviridae,Phenuiviridae,Picobirnaviridae,Picornaviridae,Pneumoviridae,Polyomaviridae,Poxviridae,Reoviridae,Retroviridae,Rhabdoviridae,Tobaniviridae,Togaviridae
Q5T0N5,2,4,1,1,2,0,0,0,1,9,7,0,0,6,25,0,1,0,0,0,1,0,1,0,0,0,9,0,0,4,0,6,0,0,2
Q5T2T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5TCQ9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0
Q68DX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Q6P9H4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PKX4,0,0,0,1,2,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q6XZF7,2,1,0,0,0,0,0,0,0,0,1,0,2,0,25,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,2,0,0,0
Q6ZUM4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Q6ZVM7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZWJ1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0
Q7Z698,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q7Z699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,24,0,1,0,3,2,1,0,0,0,5,1,0,0,19,0,0,0,6
Q7Z6J0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,4,0,5,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,8
Q86UL8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,2
Q86V81,1,0,0,0,0,0,0,0,16,0,1,0,6,0,8,0,18,0,0,0,0,2,0,0,0,0,1,0,0,1,2,1,1,0,3
Q86YM7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q8IUH5,1,0,0,1,5,0,0,3,5,0,2,0,0,6,21,0,0,0,0,0,8,0,0,0,0,0,7,0,0,4,1,24,0,1,1
Q8IV63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Q8IVF2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3
Q8IVI9,0,0,0,0,0,0,0,1,1,0,1,0,0,5,12,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,5
Q8IX03,2,0,0,0,1,0,0,0,1,13,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,6,0,18,0,0
Q8IX04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IYB3,0,1,0,0,0,0,0,0,0,0,8,0,0,0,9,0,1,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8IZW8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q8N8S7,0,0,0,0,0,1,0,0,1,4,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,0,0
Q8NG31,0,0,0,3,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,4,1,0,0
Q8NHP6,2,0,0,0,3,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,1,4,0,4,0,1,10,0,0,0,0,1,10,0,0
Q8NI35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,6,0,2,2,0,1,0,0,2
Q8TEJ3,0,0,1,1,0,0,0,0,0,0,1,0,0,2,10,0,5,0,0,0,5,2,0,0,0,0,2,0,0,0,1,0,0,0,13
Q8TEW0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q8TEW6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q8TEW8,1,0,0,0,0,0,0,2,4,0,1,0,0,0,12,0,0,0,0,11,4,0,0,1,0,0,20,0,0,0,3,0,1,0,4
Q8TEX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8TF72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Q8WU20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8WUM4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,2,1,23,0,0,3
Q8WV41,1,0,0,2,0,0,0,1,1,0,3,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,9,3,0,0,4
Q92499,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q92783,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Q92793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0
Q92796,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q92870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q93009,7,0,0,8,4,1,0,29,19,11,12,0,47,1,85,0,7,6,2,134,47,61,2,2,1,1,86,4,0,7,13,3,21,3,29
Q96BD6,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96BP3,9,0,1,1,0,0,1,1,3,6,3,0,5,0,37,0,0,1,0,5,6,0,0,0,0,0,16,0,0,6,1,5,5,0,1
Q96CW1,0,0,8,0,2,0,0,2,4,7,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,4,0,0,11,0,0,0,0
Q96D71,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0
Q96I25,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q96J02,36,2,8,0,0,0,0,11,9,51,0,0,0,2,152,0,1,0,0,0,0,11,6,0,0,0,0,1,0,16,25,40,122,0,2
Q96L92,0,0,1,0,0,1,0,0,8,2,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96LT9,0,0,0,1,0,0,0,0,10,1,0,0,0,0,8,0,7,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0
Q96PU5,21,0,3,0,0,0,0,5,30,47,1,0,0,0,112,0,0,0,0,0,0,11,0,0,0,0,3,0,0,4,20,24,71,0,0
Q96PY6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96QZ7,19,1,1,0,0,0,0,2,0,27,7,0,0,0,64,0,8,0,0,0,3,2,0,0,0,0,7,0,1,8,10,15,40,0,3
Q96RN5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q96RT1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0
Q96RU3,0,0,0,0,0,0,0,0,1,3,1,0,0,0,15,0,1,0,0,0,1,0,1,0,0,0,2,0,0,4,0,4,0,0,0
Q96ST3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,7,2,10,0,0,0,0,0,1,0,0,0,0,0,0,8
Q96T58,1,0,0,0,1,0,0,0,15,0,1,0,4,0,10,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99816,2,0,7,0,0,0,0,1,0,2,0,0,1,17,20,0,0,0,0,0,6,0,0,0,0,0,5,2,0,0,12,59,8,1,3
Q9BTA9,0,0,1,0,0,0,0,1,2,6,0,0,0,0,2,0,9,0,0,1,2,0,0,0,0,0,0,0,0,6,0,1,0,0,1
Q9BXW4,0,0,0,0,4,0,0,1,2,0,1,0,0,0,6,1,0,0,0,3,41,0,0,0,0,1,0,0,0,2,7,0,8,0,1
Q9BYB0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,13,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,2
Q9BYG4,0,0,0,0,0,0,0,0,0,5,2,0,16,0,1,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Q9BYW2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,1
Q9BZB8,1,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,0,0
Q9GZQ8,0,0,0,0,4,0,2,2,7,0,7,0,2,0,15,6,0,0,0,8,47,0,0,0,0,1,1,0,0,2,4,0,2,0,1
Q9GZV5,6,0,1,0,0,0,0,0,0,11,1,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,6,24,0,1
Q9H0M0,0,0,1,0,0,0,0,1,9,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,11,0,19,0,0
Q9H0R8,0,0,0,1,4,0,0,0,1,0,1,0,0,0,7,0,0,0,0,19,34,0,0,0,0,0,3,0,0,0,5,0,7,0,1
Q9H190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1
Q9H1Y0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q9H3P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H492,0,0,0,0,5,0,2,2,11,0,4,0,6,0,26,6,0,0,0,7,54,0,0,0,1,1,1,0,0,2,4,0,6,0,2
Q9H4B6,4,0,0,0,0,0,0,0,1,7,1,0,0,0,13,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,3,4,0,0
Q9H5P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0
Q9H6T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H7B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H8S9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H9E1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Q9HAU4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1
Q9HD26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Q9NSB8,5,0,0,0,0,0,0,0,1,5,0,0,0,0,24,0,8,0,0,0,2,0,0,0,0,0,0,0,0,6,0,18,12,1,0
Q9NSC5,1,1,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,11,1,1,0
Q9NYB9,1,0,0,0,0,0,0,0,1,0,1,0,0,2,29,0,0,1,0,0,5,2,2,0,0,0,0,1,0,0,0,2,0,0,8
Q9NZ52,0,0,0,0,0,0,0,0,0,6,21,0,0,0,9,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,6,4,0,1
Q9NZC7,2,0,0,0,0,0,0,0,1,11,0,0,0,0,16,0,5,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,11,0,0
Q9NZJ4,0,0,0,0,0,0,0,1,1,4,0,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0
Q9NZN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2
Q9P0L0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9P202,1,0,0,0,0,0,0,0,0,0,0,0,16,0,20,7,8,0,0,0,1,0,0,0,0,0,17,0,0,0,0,3,0,0,2
Q9P227,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,2,6,0,1
Q9UBQ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9UBZ9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Q9UDY2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Q9UHX1,7,1,0,0,0,0,0,1,0,1,19,0,10,1,19,0,7,0,0,0,11,0,1,0,1,0,0,0,0,0,1,7,3,0,3
Q9UI08,3,0,0,0,1,0,0,0,1,4,1,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6,0,3
Q9UJY4,0,2,0,0,0,0,0,0,1,0,1,0,0,0,9,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,2,18,0,0,1
Q9UJY5,1,2,0,0,0,0,0,2,1,0,4,0,0,0,13,0,10,0,0,1,5,1,0,1,0,0,3,0,0,8,4,2,3,0,12
Q9UKM9,5,0,0,0,1,0,0,0,12,0,14,1,6,0,38,5,0,0,0,32,10,1,0,0,0,0,1,3,1,2,0,8,0,0,4
Q9ULH1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,22,4,2,0,0,0,0,3,0,0,0,3,0,2,0,1
Q9ULJ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
Q9UMX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Q9UN81,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9UN86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32
Q9UNP9,2,0,1,2,1,0,0,3,5,6,1,0,5,1,21,0,7,0,0,9,24,0,0,0,0,1,17,0,0,0,2,3,5,0,3
Q9UPX8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9UQB8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y294,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,106,0,0,0,0,0,0,1,0,0,0,3,3,0,0,4
Q9Y3R0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Q9Y490,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Q9Y4F3,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y566,0,0,0,0,0,0,0,0,12,3,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,4,0,0,2,7,0,0,0,0
Q9Y572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y5K6,0,1,0,2,6,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,19
Q9Y5X1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1
Q9Y6D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q9Y6M1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
