,Nairoviridae,Poxviridae,Rhabdoviridae,Pneumoviridae,Togaviridae,Nodaviridae,Reoviridae,Hepeviridae,Orthomyxoviridae,Anelloviridae,Hepadnaviridae,Adenoviridae,Polyomaviridae,Matonaviridae,Bornaviridae,Picobirnaviridae,Papillomaviridae,Peribunyaviridae,Astroviridae,Hantaviridae,Arteriviridae,Arenaviridae,Flaviviridae,Filoviridae,Herpesviridae,Paramyxoviridae,Birnaviridae,Parvoviridae,Phenuiviridae,Tobaniviridae,Picornaviridae,Coronaviridae,Retroviridae,Caliciviridae,Kolmioviridae
FRS3_PTB__O43559_12_117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289256198347106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1423816568047335,0.0,0.0,0.0,0.0,0.0,0.0,0.0109034267912772,0.0,0.0,0.0
ALYREF_RRM__Q86V81_78_183,0.0,0.03954802259887,0.0077433628318584,0.0,0.0,0.0,0.0342298288508557,0.0,0.0,0.0,0.0,0.0165094339622641,0.0,1.3745454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203562340966921,0.0278884462151394,0.0,0.0,0.0,0.0,0.0098314606741573,0.1625544267053701,0.0074468085106382,0.0,0.0
APBB2_WW__Q92870_288_326,0.0,0.0,0.0,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD3_CTD__Q9H7B4_269_428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366492146596855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAMBP_MIT__O95630_1_146,0.0,0.0806916426512968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40287769784172667,0.0,0.0,0.0,0.0,0.0138888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6275510204081629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015005359056806,0.056,0.0
WWC1_WW_2_Q8IX03_50_89,0.0,0.0,0.0161849710982659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0799347471451876,0.0103244837758112,0.0,0.0,0.0,0.9545454545454545,0.0,0.0,0.0,0.0,0.0,0.0
FNBP3-PRPF40A_WW_2_O75400_179_217,0.0,0.261682242990654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609284332688588,0.0,0.0,0.0427698574338085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018027961736571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077177508269018,0.0,0.0
SRC_Pkinase__P12931_254_536,2.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L1_SH3_1_Q12929_534_598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL2_Nterm__Q13617_1_163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389899740066835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF3_RRM__P84103_1_86,0.0,1.2098765432098761,0.0,0.0,0.0,0.0,0.1164510166358595,0.0697674418604651,0.0,0.0,0.0,0.2266187050359711,0.0,0.0102639296187683,0.0,0.0,0.2929380993897122,0.0,0.0,0.10500000000000001,0.0,0.0,0.0,0.0803571428571426,0.3787721123829342,0.2649842271293374,0.0,0.0,0.0,0.0,0.1078199052132701,0.0596833130328867,0.0522388059701492,0.0,0.1157024793388429
FKBP1A_full-length__P62942_1_108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0190735694822888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864197530864195,0.0,0.0025983667409057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK3_Pkinase__Q16644_33_349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389899740066835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SACS_SR1__Q9NZJ4_89_336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8664047151277015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARD6G_PDZ__Q9BYG4_141_254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5961995249406176,0.0,0.0,0.0,0.0,0.0,0.0424242424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEA_TFSII__Q15560_231_299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389899740066835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3BP2_NTF2_1_Q9UN86_1_139,0.0,0.0,0.0,0.0,3.2463768115942027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386138613861386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101892285298398,0.0105421686746987,0.0,0.0,0.0
GRAP2_SH3_2_O75791_274_329,0.0,0.0,0.0078563411896745,0.0578512396694214,0.0424242424242424,0.0,0.0,0.0,0.0,0.0,0.0484988452655889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0409057706355003,0.0,0.0,0.0,0.0,0.0,1.4020028612303286,0.0310650887573964,0.0075512405609492,0.1434426229508195,0.0
SRP54_SRPSBP__P61011_323_441,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBP4_WW_2_O75554_161_199,0.0,0.0,0.09578107183580341,0.0,0.0,0.0,0.10994764397905739,0.0,0.0,0.0,0.0,0.423173803526448,0.0,0.0,0.0,0.0,0.0070850202429149,0.0,0.0,0.0,0.0,0.0,0.0,0.7392,0.1696035242290746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230010952902519,0.0,0.0
CREBBP_NCBD__Q92793_2062_2109,0.0,0.0,0.0082742316784869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0788288288288285,0.0,0.0,0.0,0.0,0.0,0.044374009508716,0.0,0.0,0.0
SHANK3_PDZ__Q9BYB0_562_670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6068965517241383,0.0,0.0,0.0,0.0,0.0,0.0278884462151394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UEVLD_UEV__Q8IX04_1_145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026002971768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPK3___Q9Y572_1_518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073221757322175,0.0,0.0,0.0,0.0,0.0,0.0694789081885856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF12_PDZ__Q9NZN5_67_151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554455445544554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAN2-B_Ran-BP1-PH-domain__P49792_2924_3050,0.0,0.0,0.0,0.0,0.2739130434782604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154185022026431,0.0,0.0,0.0,0.0,0.0,0.0109204368174727,0.0,0.0,0.0
SH2D1A_SH2__O60880_1_104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0906735751295335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF2_FERM_1_P35240_22_311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41158926288879416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468084,0.0,0.0,0.0
WWOX_WW_1_Q9NZC7_16_50,0.0,0.1242603550295858,0.5202702702702702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10294117647058801,0.1917808219178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7264150943396226,0.168921389396709,0.0288065843621398,0.0,0.0,0.0,0.0,0.0,0.0104011887072808,0.0,0.0,0.0
PTBP1_RRM_2_P26599_157_285,0.0,0.3154929577464788,0.0,0.0,0.0,0.0,0.0,0.0411764705882352,0.0,0.0,1.879194630872483,0.0,0.0,0.0,0.0,0.1818181818181818,0.0413385826771652,0.0,0.0,0.0,0.0551181102362204,0.0,0.0,0.0,0.0050872093023255,0.0,0.0,0.0,0.0,0.0,0.0785413744740533,0.0,0.0148777895855472,0.0271317829457364,0.063063063063063
ABL2_SH3__Q9NYB9_444_508,0.0744680851063829,0.0,0.0,0.0,0.1115537848605577,0.0,0.0,0.1717791411042944,0.0,0.0,0.0,0.08373205741626749,0.0,0.0,0.0,0.0,0.0346878097125867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697632058287795,0.0564516129032258,0.0,0.8641975308641975,0.0,0.0,0.0,0.0102489019033674,0.0299785867237686,0.0,0.0
L1RE1_RRM_2_Q9UN81_157_252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385826771653543,0.0,0.0,0.0
ARHGAP23_PDZ__Q9P227_39_155,0.0,0.0,0.0964408725602754,0.0,0.0147368421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.0716112531969308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030905077262693,0.8358208955223875,0.0,0.0,0.0,0.0,0.0927835051546389,0.0,0.0154355016538037,0.0,0.0
MAP1LC3B_ATG8__Q9GZQ8_2_119,0.0,0.0346534653465346,0.0146750524109014,0.0,0.025089605734767,0.0,0.0610021786492374,0.0,0.0,0.0,0.0282258064516129,0.0,0.0,0.0,0.2222222222222222,0.0555555555555555,2.162441314553991,0.0,0.38009049773755643,0.0,0.0,0.0,0.0,0.0,0.0374866119243127,0.0,0.0,0.0,0.0,0.0,0.0091863517060367,0.0663058186738836,0.0,0.0456026058631921,1.05
GAK_Pkinase-merged__O14976_12_347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49450549450549447,0.0,0.0,0.0
MDM2_p53-binding-domain__Q00987_17_125,0.0,0.0,0.041224970553592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094850948509485,0.0,0.0,0.0,0.0,0.0291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259643916913945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN1_SH3__O00499_513_593,0.0,0.0206489675516224,0.0,0.0,1.7038539553752534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,1.3461538461538463,0.0,0.3783783783783783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grb2_SH3-SH2__P62993_1_217,0.0,0.022801302931596,0.0,0.0,0.0,0.0,0.0,0.8032786885245897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232988165680473,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FXR2_Agenet-like_12_P51116_13_136,0.0,0.0,0.0,0.0,1.0698689956331873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARD3B_PDZ_2_Q8TEW8_376_471,0.0,0.0,0.0077177508269018,0.0,0.0547945205479452,0.0,0.0509708737864077,0.0,0.0646787064258714,0.0,0.0,0.0163934426229508,0.0,0.0,0.0,0.0,0.0275049115913556,0.1842105263157894,0.0,0.0,0.0,0.0,0.0150537634408602,0.0,0.0305010893246187,0.0,0.0,0.0,0.0,0.0,1.3706293706293706,0.1213872832369941,0.0,0.269230769230769,0.0
BAG3_WW1__O95817_18_56,0.0,0.1703853955375251,1.5973154362416102,0.0,0.0,0.0,0.5364963503649631,0.0227272727272727,0.0,0.0,0.0,0.2611012433392538,0.0,0.0,0.0,0.0,0.0060658578856152,0.0,0.0,0.0,0.0,0.1089494163424124,0.0,1.0530973451327434,1.0342560553633215,0.2402496099843994,0.0,0.43362831858407036,0.0,0.0,0.0,0.109903381642512,0.3243744207599628,0.106060606060606,0.0
RNPS1_RRM__Q15287_159_244,0.0,0.2005730659025788,0.046718576195772896,0.0,0.0,0.0,0.20792079207920788,0.0,0.0,0.0,0.0,0.0501193317422433,0.0,0.0,0.0,0.0,0.0138613861386138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1300072833211944,0.21126760563380279,0.0,0.0,0.0,0.0,0.3168316831683168,0.0204678362573098,0.0374331550802139,0.9999999999999997,0.0
SNX27_FERM__Q96L92_157_525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX1_SPRY__Q92499_72_283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213740458015266,0.110759493670886,0.0,0.0,0.0
EVL_WH1__Q9UI08_1_130,0.0,0.0,0.28668941979522183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2679425837320572,0.20029347028613337,0.0,0.0,0.0,0.0,0.0,0.0101892285298398,0.0105421686746987,0.0076502732240437,0.0,0.0
ASAP1_SH3__Q9ULH1_1070_1128,0.0,0.0,0.0314960629921258,0.0,0.0141987829614604,0.0,0.1065989847715736,0.0,0.1303427845958526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.2038834951456308,0.0,0.0219780219780218,0.0204678362573098,0.114989733059548,0.0,0.0,0.0,0.0,0.0903873744619797,0.031157270029673403,0.0,0.2314049586776856,0.0
SH3RF3_SH3__Q8TEJ3_465_524,0.0,0.0,0.0,0.0,0.9285714285714285,0.0,0.0179028132992327,0.1854304635761588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10531594784353052,0.0,0.0,0.0,0.1296296296296296,0.07,0.0,0.0,0.0256128796194657,0.0289256198347107,0.0,0.0,0.0,0.0,0.0201729106628242,0.0,0.0,0.0,0.0
WHRN_PDZ_2_Q9P202_263_379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2622950819672131,0.0,0.0,0.0,0.0,0.0,0.0281124497991964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.769230769230769
RPAP3___Q9H6T3_265_381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026002971768202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNPC3_RRM_2_Q96LT9_380_517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007063572149344,0.0,0.0,0.0,0.0,0.0,0.0,0.0111464968152866,0.0205353868720205,0.0,0.0,0.0,0.0,0.0,0.2136627906976743,0.6315789473684208,0.0152838427947598,0.0,0.0
UBC_ATG8__P0CG48_1_76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051967334818114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPP7_PDZ__Q5T2T1_120_224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366492146596855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STIP1_TPR__P31948_1_118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556438791732905,0.0,0.0,0.0
DNAJ_DnaJ__P25685_158_324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363070539419087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPARA_Hormone-recep__Q07869_192_468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6447368421052629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARF1_RRM_12_Q9Y4F3_789_871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54773082942097,0.0,0.0,0.0
NEK1_Pkinase-merged__Q96PY6_1_328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42424242424242425,0.0
SMURF2_WW_3_Q9HAU4_295_333,0.0,0.0,0.29404900816802765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4165289256198348,0.0,0.0307692307692306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNKS_TANK-peptide-bind__O95271_174_649,0.0,0.0,0.0396375990939977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2058823529411764,1.1909262759924386,0.0,0.0,0.1267605633802816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025641025641025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076169749727965,0.059322033898305,0.0
Bub1_TPR__O43683_1_150,0.0,0.0,0.0,0.0,0.0,0.0,0.19774011299435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220820189274447,0.0,0.0,0.0
IL16_PDZ_4_Q14005_1203_1332,0.0,0.0,0.0,0.0,0.0155210643015521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16030534351145,0.0,0.0,0.0,0.0
ELAVL1_RRM_3_Q15717_243_326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0479862896315336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0853658536585365,0.0,0.0,0.0,0.0,0.1222707423580784,0.0,0.0,0.0,0.0,0.0,0.6511627906976741,0.0,0.0,0.0
PPIA_full-length__P62937_1_165,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170731707317073,0.0754162585700293,0.0,0.0,0.0,0.0,0.6774193548387096,0.0,0.0425531914893617,0.015233949945593,0.0,0.0,0.0,0.0,0.0,0.107242339832869,0.0503597122302158,0.022198731501057,0.0,0.0
PTPN13_PDZ_4_Q12923_1779_1873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013006317354143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REVA_Hormone-recep__P20393_281_614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366492146596855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF7_SH3__Q14155_182_243,0.2947368421052632,0.0,0.0155728587319243,0.0,0.0,0.0,0.0,1.1951219512195117,0.0,0.0,0.0,0.0334128878281623,0.0,0.0,0.0,0.0,0.0346534653465346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407865986890021,0.0140845070422535,0.0,0.0853658536585365,0.0,0.0,0.0,0.0,0.2695187165775396,0.0,0.0
NOSTRIN_SH3__Q8IVI9_421_496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308596620132255,0.0443974630021141,0.0,0.1206896551724138,0.0,0.0,0.0,0.0106060606060606,0.13830954994511518,0.0307017543859649,0.0
TOM1L1_VHS__O75674_1_150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366492146596855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR5_WD_1234567_P61964_21_334,0.0,0.165680473372781,0.0945945945945946,0.0,0.0426829268292682,0.0,0.0,0.0,0.014817950889077,0.0,0.0976744186046511,0.0,0.0,0.0,0.0,0.0,0.021021021021021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358318098720292,0.907407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323651452282156,0.0
Intersectin-1_SH3_5_Q15811_1155_1214,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOK6_PTB__Q6PKX4_132_237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4590163934426228,0.0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT4_RRM-1__O95628_101_198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6800000000000002,0.0,0.0,0.0,0.0,0.0,0.0
HOMER1_EVH1__Q86YM7_1_163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316027088036116,0.0,0.0
PDZD7_PDZ_1_Q9H5P4_82_170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6640316205533592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX3_CHROMO-Shadow__Q13185_109_173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259547645532072,0.0,0.0,0.0,0.0,0.0,0.0319148936170212,0.0,0.0,0.0,0.0
HTRA2_PDZ__O43464_355_458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585657370517928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
